,qID,sentence,option1,option2,answer,slot_question,slot_answer,pred_answer
745,3VDVA3ILIFTITNYBDDGP922COVFG1F-2,Kayla was the subject of a secret crush from Rebecca. _ was aware they were a secret admirer.,Kayla,Rebecca,2,"() was the subject of a secret crush from Rebecca. _ was aware they were a secret admirer.
option1: ()
option2: Rebecca",Kayla,Ian
746,3HXCEECSQMR0GL5CVWZNGY5JCYDYZK-1,"Tanya was the most powerful person in the world, and Sarah admired them, because _ was something to aspire to.",Tanya,Sarah,1,"Tanya was the most powerful person in the world, and () admired them, because _ was something to aspire to.
option1: Tanya
option2: ()",Sarah,someone
747,3MJ28H2Y1E6QFTHLILJ9P30MXK25OV-2,Ian was supposed to be babysitting for Dennis but didn’t show up because _ was forgotten.,Ian,Dennis,2,"() was supposed to be babysitting for Dennis but didn’t show up because _ was forgotten.
option1: ()
option2: Dennis",Ian,Babysitter
748,3V7ICJJAZCU3U5NJK97D6PIHJB24BJ-2,"Donald was able to catch the Frisbee thrown by Eric, then _ was thrown the Frisbee back.",Donald,Eric,2,"() was able to catch the Frisbee thrown by Eric, then _ was thrown the Frisbee back.
option1: ()
option2: Eric",Donald,"The missing name in option1 could be ""Ian"" and the missing pronoun in option2 could be ""he""."
749,3V7ICJJAZCU3U5NJK97D6PIHJB24BJ-1,"Donald was able to catch the Frisbee thrown by Eric, then _ threw the Frisbee back.",Donald,Eric,1,"Donald was able to catch the Frisbee thrown by (), then _ threw the Frisbee back.
option1: Donald
option2: ()",Eric,Donald
750,32TZXEA1ONY2H75RICEO0D59YGM41C-1,"I was driving my car and tried to get through the intersection, but the light turned red. The _ is too fast.",light,car,1,"I was driving my () and tried to get through the intersection, but the light turned red. The _ is too fast.
option1: light
option2: ()",car,car
751,3VMHWJRYHXUK5ON99MVEMQ61S2XXF6-1,Joe brought his books to school in a suitcase instead of a backpack because the _ was bigger.,suitcase,backpack,1,"Joe brought his books to school in a suitcase instead of a () because the _ was bigger.
option1: suitcase
option2: ()",backpack,backpack
752,3VMHWJRYHXUK5ON99MVEMQ61S2XXF6-2,Joe brought his books to school in a suitcase instead of a backpack because the _ was smaller.,suitcase,backpack,2,"Joe brought his books to school in a () instead of a backpack because the _ was smaller.
option1: ()
option2: backpack",suitcase,satchel
753,3566S7OX5FXZ0UNAKACV3PPIOLD713-1,"During the earthquake, the boy hid under the desk instead of the table because the _ was sturdy.",desk,table,1,"During the earthquake, the boy hid under the desk instead of the () because the _ was sturdy.
option1: desk
option2: ()",table,floor
754,307L9TDWJYQ5JTU53NV3VH2XTDFN3F-1,"While playing soccer, Robert got kicked in the head and Joel laughed at him causing the coach to look at _ with pity.",Robert,Joel,1,"While playing soccer, Robert got kicked in the head and () laughed at him causing the coach to look at _ with pity.
option1: Robert
option2: ()",Joel,Samantha
755,38B7Q9C28G3JRADTLFAWKJJXYF0968-2,Donald had to wax a lot more frequently than Ian because _ had blonde colored hair.,Donald,Ian,2,"() had to wax a lot more frequently than Ian because _ had blonde colored hair.
option1: ()
option2: Ian",Donald,Ian
756,3VGET1QSZ0XD7646X0PG4HR4WCS7WT-2,Joseph asked Robert to clean the floor with a mop nearby because _ needs to work.,Joseph,Robert,2,"() asked Robert to clean the floor with a mop nearby because _ needs to work.
option1: ()
option2: Robert",Joseph,Someone
757,34D9ZRXCYT8HDGK24W3Z9HEHFZTSA8-1,Christine took all the money while Mary told her to save the money for herself. _ only knows to take.,Christine,Mary,1,"Christine took all the money while () told her to save the money for herself. _ only knows to take.
option1: Christine
option2: ()",Mary,()
758,3WGCNLZJKHMFH3OKBNFH3HZEA2R1DD-2,"Craig grew frustrated trying to coach Nick in soccer, as _ lacked the aptitude needed for the task.",Craig,Nick,2,"() grew frustrated trying to coach Nick in soccer, as _ lacked the aptitude needed for the task.
option1: ()
option2: Nick",Craig,"The missing word for option1 could be ""I"" and the missing word for option2 could be ""Nick""."
759,3WGCNLZJKHMFH3OKBNFH3HZEA2R1DD-1,"Craig grew frustrated trying to coach Nick in soccer, as _ lacked the patience needed for the task.",Craig,Nick,1,"Craig grew frustrated trying to coach () in soccer, as _ lacked the patience needed for the task.
option1: Craig
option2: ()",Nick,the player
760,3NRZ1LDP7W4677DB493437C78OMZPT-1,Getting a divorce as soon as possible suited Victoria but not Lindsey because _ was no longer in love.,Victoria,Lindsey,1,"Getting a divorce as soon as possible suited Victoria but not () because _ was no longer in love.
option1: Victoria
option2: ()",Lindsey,(name of the other person in the relationship)
761,3WRAAIUSBLDP9X61Y69M8PV9U44AXN-2,The musician liked playing at the auditorium more than at the park because he sounded quieter at the _ .,auditorium,park,2,"The musician liked playing at the () more than at the park because he sounded quieter at the _ .
option1: ()
option2: park",auditorium,concert hall
762,3WRAAIUSBLDP9X61Y69M8PV9U44AXN-1,The musician liked playing at the auditorium more than at the park because he sounded louder at the _ .,auditorium,park,1,"The musician liked playing at the auditorium more than at the () because he sounded louder at the _ .
option1: auditorium
option2: ()",park,concert hall
763,3ZQX1VYFTFJOW0ZU0H2CTLYMTUFO8B-2,"Wanting to impress his boss, the man put the brandy away and served scotch instead because the _ was expensive.",Brandy,Scotch,2,"Wanting to impress his boss, the man put the () away and served scotch instead because the _ was expensive.
option1: ()
option2: Scotch",Brandy,Whiskey
764,3ZQX1VYFTFJOW0ZU0H2CTLYMTUFO8B-1,"Wanting to impress his boss, the man put the brandy away and served scotch instead because the _ was cheap.",Brandy,Scotch,1,"Wanting to impress his boss, the man put the brandy away and served () instead because the _ was cheap.
option1: Brandy
option2: ()",Scotch,cheap alternative
765,37VHPF5VYC18TM3KQEHL6NGWFFL8CB-1,"Pho needs cilantro and beef to be tasty. However, the _ can be too bitter.",cilantro,beef,1,"Pho needs cilantro and () to be tasty. However, the _ can be too bitter.
option1: cilantro
option2: ()",beef,lime
766,37VHPF5VYC18TM3KQEHL6NGWFFL8CB-2,"Pho needs cilantro and beef to be tasty. However, the _ can be too savory.",cilantro,beef,2,"Pho needs () and beef to be tasty. However, the _ can be too savory.
option1: ()
option2: beef",cilantro,Bean sprouts
767,3MDKGGG61QL2BPM7JLFDBJK9SR7T66-2,"Betty's blanket was much thicker than Jessica's blanket, so _ felt cold all night in bed.",Betty,Jessica,2,"()'s blanket was much thicker than Jessica's blanket, so _ felt cold all night in bed.
option1: ()
option2: Jessica",Betty,Ian
768,3XEDXEGFX52NOK9C7LX4TPBVQKQK0J-2,Christopher declined when asked by Ian to play a game of chess because _ liked to play intellectual games.,Christopher,Ian,2,"() declined when asked by Ian to play a game of chess because _ liked to play intellectual games.
option1: ()
option2: Ian",Christopher,Dennis
769,3YKP7CX6G2DLJ36V29TKH3EJHTOB7Q-1,Natalie had a phobia about crossing over high bridges but Tanya didn't. _ had to re-route their trip to avoid bridges.,Natalie,Tanya,1,"Natalie had a phobia about crossing over high bridges but () didn't. _ had to re-route their trip to avoid bridges.
option1: Natalie
option2: ()",Tanya,the answer is someone else's name that is not mentioned in the examples.
770,3KG2UQJ0MJMXQU071Y7Z8PV88QXQN0-1,Kenneth explained to Ryan that he was dressed like this because he was going to a disco party.  _ was excited.,Kenneth,Ryan,1,"Kenneth explained to () that he was dressed like this because he was going to a disco party.  _ was excited.
option1: Kenneth
option2: ()",Ryan,Dennis
771,3J6BHNX0UB6Q9G1J8RZ24177XAQNKD-2,Kenneth did not like Hunter because he was not a good manager. But he still respected _ because he was his superior.,Kenneth,Hunter,2,"() did not like Hunter because he was not a good manager. But he still respected _ because he was his superior.
option1: ()
option2: Hunter",Kenneth,Ian
772,30F94FBDNTYNBQ29ZA8LEXU9ZY3TB0-1,Rebecca had a way of minimizing risks whereas Mary usually did not. This made _ want to assist.,Rebecca,Mary,1,"Rebecca had a way of minimizing risks whereas () usually did not. This made _ want to assist.
option1: Rebecca
option2: ()",Mary,others
773,31D0ZWOD0CDHC70QVUKFZB8ZMD8A0H-2,"Paolo tries to remember what he read in the textbook, but all he can think of is the email from his friend because he read the _ ages ago.",email,textbook,2,"Paolo tries to remember what he read in the textbook, but all he can think of is the () from his friend because he read the _ ages ago.
option1: ()
option2: textbook",email,"helpful summary
Juicy details"
774,3IWA71V4TIE9S6VROVGA0M5FA4LX6M-1,If you are trying to get rid of blood spots from clothes use cold water instead of hot water the _ releases the stain.,cold water,hot water,1,"If you are trying to get rid of blood spots from clothes use cold water instead of () the _ releases the stain.
option1: cold water
option2: ()",hot water,bleach
775,3HO4MYYR142W5R033OHN8DUK6L9U65-1,"If our relationship just started, should I get her a card or gift for Christmas? She might think I'm cheap if I give the _ .",card,gift,1,"If our relationship just started, should I get her a card or () for Christmas? She might think I'm cheap if I give the _ .
option1: card
option2: ()",gift,gift
776,3VEI3XUCZTBCZ5QREQLR92YGSJNRPC-2,More people attended the funeral of Joel than of Derrick because _ was a mean person.,Joel,Derrick,2,"More people attended the funeral of () than of Derrick because _ was a mean person.
option1: ()
option2: Derrick",Joel,"More people attended the funeral of () than of Derrick because _ was a mean person.
option1: ()
option2: Derrick
Answer: John"
777,34ZTTGSNJXM5GYEWY0CM35YCHZGHQB-1,"Adam decided to shave Denniss beard before the reuinion, because _ thought it was too long.",Adam,Dennis,1,"Adam decided to shave ()s beard before the reuinion, because _ thought it was too long.
option1: Adam
option2: ()",Dennis,())
778,34ZTTGSNJXM5GYEWY0CM35YCHZGHQB-2,"Adam decided to shave Denniss beard before the reuinion, but _ thought it was too short.",Adam,Dennis,2,"() decided to shave Denniss beard before the reuinion, but _ thought it was too short.
option1: ()
option2: Dennis",Adam,Ian
779,32K26U12DNMG9Q5BY3N6I7IM6XDDVZ-2,"Rebecca had a sneezing reflex unlike Monica, so when they took the cinnamon challenge _ won.",Rebecca,Monica,2,"() had a sneezing reflex unlike Monica, so when they took the cinnamon challenge _ won.
option1: ()
option2: Monica",Rebecca,"Ian (had a sneezing reflex unlike Monica, so when they took the cinnamon challenge Ian won)."
780,3WRKFXQBODLTFKF9FQN181Q2BW6IY4-2,John tried to clean the juice that spilled on the carpet with a towel but it has sunk deep. The _ is still dry.,carpet,towel,2,"John tried to clean the juice that spilled on the () with a towel but it has sunk deep. The _ is still dry.
option1: ()
option2: towel",carpet,table
781,3J5XXLQDHOPXLN2LPCTUXWKJ9XEV3E-1,The landscaping looked better at the house than at the cottage because the _ owners used a hardworking company.,house,cottage,1,"The landscaping looked better at the house than at the () because the _ owners used a hardworking company.
option1: house
option2: ()",cottage,owners
782,3BDORL6HKMRT5GHN9LZLP2Z9TY6RCS-2,"Emily had always loved kids and Jessica felt the opposite, so _ was surprised to become a pediatrician.",Emily,Jessica,2,"() had always loved kids and Jessica felt the opposite, so _ was surprised to become a pediatrician.
option1: ()
option2: Jessica",Emily,Ian
783,35O6H0UNLSECEIQO28R4H7J039T5JK-1,The intelligence agency ordered new computers for the workers and kept the same peripherals because the _ were at risk.,computers,peripherals,1,"The intelligence agency ordered new computers for the workers and kept the same () because the _ were at risk.
option1: computers
option2: ()",peripherals,workers
784,34YWR3PJ2AOT8K8J64CTJJJWLSIX0T-2,Maria planned to spring clean this weekend and told Katrina they should help too. _ purposely left home very early.,Maria,Katrina,2,"() planned to spring clean this weekend and told Katrina they should help too. _ purposely left home very early.
option1: ()
option2: Katrina",Maria,Ian
785,34YWR3PJ2AOT8K8J64CTJJJWLSIX0T-1,Maria planned to spring clean this weekend and told Katrina they should help too. _ expected her help.,Maria,Katrina,1,"Maria planned to spring clean this weekend and told () they should help too. _ expected her help.
option1: Maria
option2: ()",Katrina,me
786,3RQVKZ7ZRMX6PF563EC988ZNGV027W-1,Nelson wanted to be an actor so Neil got them an audition because _ had poor connections in the movie industry.,Nelson,Neil,1,"Nelson wanted to be an actor so () got them an audition because _ had poor connections in the movie industry.
option1: Nelson
option2: ()",Neil,Ian
787,38LRF35D5LUIEJEE0O7P9CUR6S3U3G-2,"During the charity drive, they decided to donate the couch but not the bed because the _ was broken.",couch,bed,2,"During the charity drive, they decided to donate the () but not the bed because the _ was broken.
option1: ()
option2: bed",couch,couch
788,329E6HTMSW04BN926A3N3PLT4223KR-2,The man decided to use a nail instead of a screw because the _ would be looser in the wood.,nail,screw,2,"The man decided to use a () instead of a screw because the _ would be looser in the wood.
option1: ()
option2: screw",nail,nail
789,3UQVX1UPFUVS745MIFR0TTP19PS20D-1,"Jen made charcoal to use as a mask and as toothpaste, but using the _ made her skin very black.",mask,toothpaste,1,"Jen made charcoal to use as a mask and as (), but using the _ made her skin very black.
option1: mask
option2: ()",toothpaste,cleanser
